publication_version_id,publication_id,doi,title,abstract,Tags,Authors,,
1984,2920,10.4231/R7CR5RJT,Pore-scale statistics of flow and transport through porous media,Simulation data for pore-scale statistics of flow and transport through porous media,"dns, fluid mechanics, mechanical engineering, pore-scale, porous media, sandstone","Soroush Aramideh, Arezoo M. Ardekani, Pavlos P. Vlachos",,
1986,2922,10.4231/R7JD4TZR,"Foucault: Lecture 1, 22 October 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 22 October 1985. This is lecture 1 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, archive, asylums, audio recording, deleuze recordings, deleuze seminars, gilles deleuze, grammar, historical formations, hospitals, jeremy bentham, linguistics, maurice blanchot, michel foucault, panopticon, philosophy, philosophy and literature, prisons, raymond roussel, theory of knowledge","Gilles Deleuze, Matthew Kroll",,
1987,2923,10.4231/R73776X7,"I-70 Bridge Slide Over State Road 121 in Richmond, Indiana","This video documents the construction and replacement of a bridge on I-70 westbound over State Road 121 in Richmond, Indiana. The new bridge was temporarily constructed in the median and slid into place following the demolition of the old bridge.","civil engineering, construction time-lapse, i-70 bridge slide, slide-in-bridge construction","Wayne A. Bunnell, Darcy M. Bullock, Tommy Nantung, Tim Wells, Fielding Tipton, Kelley J Kimm",,
1988,2924,10.4231/R7RV0KX7,Fragments from the Rough Cilicia Survey Pottery Study Collection,"The datasets in this series contain images and descriptions of fragments pottery from the Rough Cilicia Survey Pottery Study Collection, a collection of more than 300 useful diagnostic sherds of the most commonly observed forms of the region.","ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey","Asena Kızılarslanoğlu, Caroline Autret, Matthew Dillon, Nicholas Kregotis Rauh, Richard M. Rothaus, Stanislav Pejša",,
1990,2926,10.4231/R7ST7N11,Competitive Tuning of Ca2+/Calmodulin-Activated Proteins Provides a Compensatory Mechanism for AMPA Receptor Phosphorylation in Synaptic Plasticity,Code for the basic 4-state competitive binding model that builds on previous work by incorporating an additional competitor for calmodulin along with a number of downstream proteins. Also include is sample code for global sensitivity analysis...,"biomedical engineering, calmodulin, neuroscience","Matthew C Pharris, Tamara L. Kinzer-Ursem",,
2109,2926,10.4231/R7VX0DS0,Competitive Tuning of Ca2+/Calmodulin-Activated Proteins Provides a Compensatory Mechanism for AMPA Receptor Phosphorylation in Synaptic Plasticity,Code for the basic 4-state competitive binding model that builds on previous work by incorporating an additional competitor for calmodulin along with a number of downstream proteins. Also include is sample code for global sensitivity analysis...,"biomedical engineering, calmodulin, neuroscience","Matthew C Pharris, Tamara L. Kinzer-Ursem",,
1995,2931,10.4231/R7H993DF,Videos Documenting Fragments from the Rough Cilicia Survey Pottery Study Collection,"This dataset contains videos of visual presentations of some of the stored fragments of the Rough Cilicia Survey Project Ceramics Study Collection, a collection of more than 300 useful diagnostic sherds of the most commonly observed forms of the...","ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey","Nicholas Kregotis Rauh, Stanislav Pejša",,
1998,2934,10.4231/R76T0JVM,"Foucault: Lecture 3, 05 November 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 05 November 1985. This is lecture 3 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, archaeology, audio recording, deleuze recordings, deleuze seminars, desire, gabriel tarde, gilles deleuze, leonard bloomfield, linguistics, maurice blanchot, michel foucault, microsociology, painting, phenomenology, philosophy, philosophy and literature, philosophy of power, psychiatry, raymond roussel, representation, richard von krafft-ebing, sociology, stéphane mallarmé, theory of knowledge, zellig harris","Gilles Deleuze, Matthew Kroll",,
1999,2935,10.4231/R7348HKT,"Foucault: Lecture 4, 12 November 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 12 November 1985. This is lecture 4 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, audio recording, deleuze recordings, deleuze seminars, diego velázquez, émile benveniste, gilles deleuze, johann wolfgang von goethe, light, linguistics, michel foucault, philosophy, philosophy of power, resistance movements, richard von krafft-ebing, robert delaunay, sexuality, the birth of the clinic, william faulkner, william labov","Gilles Deleuze, Matthew Kroll",,
2000,2936,10.4231/R7ZC813X,"Foucault: Lecture 5, 19 November 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 19 November 1985. This is lecture 5 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, archive, audio recording, blaise pascal, deleuze recordings, deleuze seminars, finitude, gilles deleuze, g.w. leibniz, immanuel kant, infinity, jean-paul sartre, light, linguistics, maurice blanchot, michel foucault, painting, philosophy, rené magritte, samuel beckett, the archaeology of knowledge","Gilles Deleuze, Matthew Kroll",,
2001,2937,10.4231/R7TM78BR,"Foucault: Lecture 6, 26 November 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 26 November 1985. This is lecture 6 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, audio recording, cinema, cogito, death, deleuze recordings, deleuze seminars, delinquency, gilles deleuze, hans-jürgen syberberg, immanuel kant, jean-marie straub, marguerite duras, marie françois xavier bichat, maurice blanchot, michel foucault, philosophy, philosophy and literature, prisons, raymond roussel, rené descartes, theory of knowledge","Gilles Deleuze, Matthew Kroll",,
2002,2938,10.4231/R7PV6HKK,"Foucault: Lecture 7, 10 December 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 10 December 1985. This is lecture 7 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, audio recording, baruch spinoza, deleuze recordings, deleuze seminars, gilles deleuze, henri bergson, historical formations, immanuel kant, intentionality, jorge luis borges, michel foucault, monism, paul klee, paul virilio, phenomenology, philosophy, philosophy and literature, philosophy of power, plato, raymond roussel, rené allio, rené descartes, rené magritte, the archaeology of knowledge, theory of knowledge","Gilles Deleuze, Matthew Kroll",,
2004,2940,10.4231/R7K35RV5,20 Commercial Foods to Test 3-step Phenylalanine Estimation Process,"This publication contains the ingredient list and phe:protein ratios for 20 commercial foods, along with assumptions made to test a proposed mathematical process to estimate phenylalanine in commercial foods.","amino acid, electrical and computer engineering, food science, nutrients, phenylalanine, phenylketonuria, pku, protein","Amruthavarshini Talikoti, Mireille Boutin",,
2006,2942,10.4231/R7XD0ZWD,"Foucault: Lecture 8, 17 December 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 17 December 1985. This is lecture 8 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, audio recording, chance, deleuze recordings, deleuze seminars, diego velázquez, fernand braudel, friedrich nietzsche, gilles deleuze, knowledge-power, light, markov chains, mathematics, maurice blanchot, michel foucault, philosophy, philosophy of power, philosophy of the event, raymond roussel, singularities, stéphane mallarmé, subjectivity","Gilles Deleuze, Matthew Kroll",,
2007,2943,10.4231/R72V2DB3,"Foucault: Lecture 10, 14 January 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 14 January 1986. This is lecture 10 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, affect, arthur schopenhauer, atomism, audio recording, deleuze recordings, deleuze seminars, disciplinary societies, french revolution, friedrich nietzsche, gilles deleuze, greek philosophy, herman melville, ideology, illegality, jurisprudence, law, michel foucault, microphysics of power, modality, multiplicity, philosophy, philosophy and literature, philosophy of force, philosophy of power, state apparatus, the diagram, theory of knowledge, violence","Gilles Deleuze, Matthew Kroll",,
2008,2944,10.4231/R76H4FN3,"Foucault: Lecture 2, 29 October 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 29 October 1985. This is lecture 2 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, archaeology, archive, audio recording, death penalty, deleuze recordings, deleuze seminars, epistemology, gilles deleuze, herman melville, historical formations, holocaust, medicine, michel foucault, phenomenology, philippe pinel, philosophy, philosophy and literature, prisons, theory of knowledge","Gilles Deleuze, Matthew Kroll",,
2009,2945,10.4231/R7MW2FBT,The influence of landscape and environmental factors on ranavirus epidemiology in a California amphibian assemblage,These data correspond to a paper entitled &quot;The influence of landscape and environmental factors on ranavirus epidemiology in a California amphibian assemblage&quot; by Tornabene et al. published in Freshwater Biology.,"amphibian, dilution effect, disease ecology, emerging infectious diseases, forestry and natural resources, iridovirus, multimodel inference, ranavirus, reservoir species","Brian James Tornabene, Jason T. Hoverman, Jason T Hoverman",,
2013,2949,10.4231/R7BG2M6G,"Foucault: Lecture 12, 28 January 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 28 January 1986. This is lecture 12 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, affect, andré gorz, audio recording, autonomy, deleuze recordings, deleuze seminars, dualism, félix guattari, frankfurt school, gilles deleuze, györgy lukács, henri bergson, italian marxism, jean-paul sartre, marcel proust, mario tronti, marxism, may 1968, michel foucault, microphysics of power, philosophy, philosophy and literature, philosophy of power, politics, romano alquati, serge mallet, sexuality, sociology, subjectivity, the diagram, theory of knowledge","Gilles Deleuze, Matthew Kroll",,
2014,2950,10.4231/R7RJ4GP8,TBI process maps - Feb 2018,The following are included in this publication: 1) Overall TBI Process Map; 2) NCAA Sports Medicine Process Map; 3) Acute Care Process Map; 4) Inpatient Rehabilitation Process Map; 5) Outpatient Rehabilitation. These maps are products of a PhD...,"brain, industrial engineering, process",Siobhan M Heiden,,
2015,2951,10.4231/R71Z42M1,EndNote Library to accompany Puberty in the last 25 years: A retrospective biliometric analysis,This compressed EndNote library contains the PubMed citations and abstracts that were hand-coded for the Publication Type section of the paper.,"bibliometrics, human development and family studies, puberty","Kristine Marceau, Savannah Hottle, Jane Yatcilla, Jane F Yatcilla",,
2018,2954,10.4231/R7Q81B9G,Next Generation Calmodulin Affinity Purification Data,Coomassie-stained gels used in semi-quantitative analysis of purified calcineurin from calmodulin Sepharose resins.,"biomedical engineering, calcineurin, calmodulin, protein","Julia Fraseur, Tamara L Kinzer-Ursem",,
2019,2955,10.4231/R7B856BC,Data from: Distantly related crops are not better rotation partners for tomato,"Data includes results from a greenhouse study that determined the effect of soil conditioning by 36 plant species on subsequent tomato growth. It also determined the effect on the tomato herbivore, the tobacco hornworm.","crop science, entomology, manduca sexta, plant soil feedback, solanum lycopersicum, tobacco hornworm, tomato","Ian Kaplan, Kathryn Ingerslew, Kathryn I Shelley",,
